,CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
165,6118001110469,IMIZINE 10%,METRONIDAZOLE,10,%,PATE DENTAIRE,1 TUBE 4.5 G,360.00,-,360.00,P,0%
166,6118001160297,TRUSOPT,DORZOLAMIDE,2,%,COLLYRE,1 FLACON 5 ML,104.40,65.00,104.40,P,70%
167,6118001182534,ZOLADEX 10.8 MG,GOSERELINE,10.8,MG,IMPLANT INJECTABLE,1 KIT 1 IMPLANT INJECTABLE,3340.00,3026.00,3340.00,P,70%
168,6118000021049,MEDIVEINE,DIOSMINE,600,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,60.00,39.65,60.00,G,0%
169,6118000160991,ZANTAC,RANITIDINE,75,MG,COMPRIME EFFERVESCENT,1 BOITE 12 COMPRIME,50.70,31.60,50.70,P,70%
170,6118001150663,QUIETUDE,SOUCHE HOMEOPATHIQUE,nan,nan,SIROP,1 FLACON 200 ML,47.00,31.00,47.00,P,0%
171,6118001200313,RECOFOL,PROPOFOL,10,MG,EMULSION INJECTABLE,1 BOITE 5 AMPOULE INJECTABLE,-,210.00,210.00,P,0%
172,6118001181834,NICOPATCH,NICOTINE,14,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 7 PATCH,250.00,165.40,250.00,P,0%
173,6118001181841,NICOPATCH,NICOTINE,21,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 28 PATCH,940.00,621.80,940.00,P,0%
174,6118001220168,HIBOR 10000 UI ANTI XA,BEMIPARINE,10000,UI,SOLUTION INJECTABLE,1 BOITE 10 SERINGUE PREREMPLIE,1730.90,1145.00,1730.90,P,0%
175,6118000240624,PANFUREX,NIFUROXAZIDE,4,%,SUSPENSION BUVABLE,1 FLACON 90 ML,20.00,13.20,20.00,G,70%
176,6118001020164,CEFTRIAXONE MYLAN IV 500 MG/5 ML,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,64.00,39.90,64.00,G,70%
177,6118010000775,CARDINOR,CARVEDILOL,6.25,MG,COMPRIME,1 BOITE 30 COMPRIME,47.00,29.40,47.00,G,70%
178,6118001101368,CARDINOR,CARVEDILOL,6.25,MG,COMPRIME,1 BOITE 30 COMPRIME,47.00,29.40,47.00,G,70%
179,6118010023453,AMUCHIN 10,CHLOROXYDANT / ELECTROLYTIQUE,0.11 / 1.8,G / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 200 ML,19.55,-,19.55,G,0%
180,6118001080687,TAVANIC,LEVOFLOXACINE,500,MG,SOLUTION POUR PERFUSION,1 FLACON 100 ML,373.00,247.00,373.00,P,70%
181,6118001183852,DAILY GÉ,LEVONORGESTREL / ETHINYLESTRADIOL,0.05 / 0.03,MG / MG,COMPRIME ENROBE,1 BOITE 63 COMPRIME ENROBE,54.60,36.10,54.60,G,0%
182,6118001021161,CIPROFLOXACINE MYLAN 200 MG/100 ML,CIPROFLOXACINE,200,MG,SOLUTION POUR PERFUSION,10 POCHE 100 ML,854.00,566.00,854.00,G,70%
183,6118000061434,RHINATHIOL ENFANT ET NOURRISSON,CARBOCYSTEINE,2,%,SIROP,1 FLACON 125 ML,18.55,12.30,18.55,P,0%
184,6118010019098,FOLINATE DE CALCIUM AGUETTANT 50 MG,FOLINATE DE CALCIUM,50,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,677.00,448.00,677.00,G,70%
185,6118001080106,R.O.R / TRIMOVAX,VACCIN R.O.R,nan,nan,POUDRE POUR SUSPENSION INJECTABLE,1 SERINGUE .5 ML,117.00,72.90,117.00,P,70%
186,6118010120312,SOLIAN 100 MG/ML,AMISULPRIDE,100,MG/ML,SOLUTION BUVABLE,1 FLACON 60 ML,367.40,243.00,367.40,P,0%
187,6118001081806,SOLIAN 100 MG/ML,AMISULPRIDE,100,MG/ML,SOLUTION BUVABLE,1 FLACON 60 ML,367.40,243.00,367.40,P,0%
188,6118000080466,ZILDAM,PIROXICAM,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,35.70,22.20,35.70,G,70%
189,6118001030316,TAREG,VALSARTAN,80,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,162.10,101.30,148.60,P,70%
190,6118000170198,GYNO CANESTEN,CLOTRIMAZOLE,200,MG,COMPRIME GYNECOLOGIQUE,1 BOITE 3 COMPRIME GYNECOLOGIQUE,45.35,30.00,45.35,P,70%
191,6118000320043,HEMOPUR AC1,CONCENTRE POUR HEMODIALYSE,nan,nan,SOLUTION POUR HEMODIALYSE,1 BIDON 10 L,161.40,100.90,161.40,G,70%
192,6118001000159,EQUORAL,CICLOSPORINE,50,MG,CAPSULE MOLLE,1 BOITE 30 CAPSULE,699.00,463.00,699.00,G,70%
193,6118000030607,ACTIVAROL C100,ACIDE ASCORBIQUE (VITAMINE C) / HEMATOPORPHYRINE,100 / 0.003,MG / G,SOLUTION BUVABLE,1 BOITE 24 AMPOULE,30.60,20.20,30.60,P,0%
194,6118001250912,PRAVATOR,PRAVASTATINE,20,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,99.10,61.90,99.10,G,70%
195,6118010032820,GONAL-F 150 UI,FOLLITROPINE ALFA,150,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,616.00,407.50,616.00,P,0%
196,6118010000270,A-GRAM,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,32.70,21.60,32.70,G,70%
197,6118001080816,NASACORT,TRIAMCINOLONE,55,µG,SUSPENSION POUR PULVERISATION NASALE,1 FLACON 15 ML,107.40,66.90,107.40,P,70%
198,6118001182763,SOTALEX,SOTALOL,160,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,79.60,52.60,79.60,P,70%
199,6118001180653,CLIMASTON,ESTRADIOL / DYDROGESTERONE,1 / 5,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,92.00,60.90,92.00,P,0%
200,6118010118098,ACEPRIL,PERINDOPRIL,2,MG,COMPRIME,1 BOITE 28 COMPRIME,44.00,27.50,44.00,G,70%
201,6118000130789,ACEPRIL,PERINDOPRIL,2,MG,COMPRIME,1 BOITE 28 COMPRIME,44.00,27.50,44.00,G,70%
202,6118000310105,LORAZEPAM PHARMA,LORAZEPAM,2.5,MG,COMPRIME,1 BOITE 30 COMPRIME,21.00,13.10,21.00,G,70%
203,6118010020070,CO-OLMETEC,OLMESARTAN / HYDROCHLOROTHIAZIDE,20 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,252.00,157.70,252.00,P,70%
204,6118001101627,CO-OLMETEC,OLMESARTAN / HYDROCHLOROTHIAZIDE,20 / 12.5,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,252.00,157.70,252.00,P,70%
205,6118000010845,IMODIUM,LOPERAMIDE,2,MG,GELULE,1 BOITE 20 GELULE,30.50,20.20,30.50,P,0%
206,6118001080724,TETRAXIM,VACCIN D.T.COQ.P,nan,nan,PREPARATION INJECTABLE,1 SERINGUE .5 ML,144.00,89.70,144.00,P,70%
207,6118000040439,GELUPRANE,PARACETAMOL,500,MG,GELULE,1 BOITE 16 GELULE,16.60,10.40,15.30,P,70%
208,6118010120770,LETROZOL GT,LETROZOLE,2.5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME SECABLE,1110.00,834.00,1110.00,G,70%
209,6118001270682,LETROZOL GT,LETROZOLE,2.5,MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME SECABLE,1110.00,834.00,1110.00,G,70%
210,6118000021537,MELIX,GLIBENCLAMIDE,5,MG,COMPRIME,1 BOITE 30 COMPRIME,19.50,12.20,19.50,G,70%
211,6118001140190,CLAVULIN,AMOXICILLINE / ACIDE CLAVULANIQUE,1 / 200,G / MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,47.80,29.80,40.00,P,70%
212,6118001181889,NOLVADEX,TAMOXIFENE,10,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,132.50,87.60,78.60,P,70%
213,6118001120833,SANDOSTATINE *,OCTREOTIDE,100,µG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE,532.00,353.00,532.00,P,70%
214,6118000050247,BIAFINE,TROLAMINE,0.67,G,EMULSION POUR APPLICATION LOCALE,1 TUBE 93 G,44.00,29.10,44.00,P,0%
215,6118000070801,SUPRIMASE,FLUCONAZOLE,50,MG,GELULE,1 BOITE 7 GELULE,94.90,59.10,94.90,G,70%
216,6118000250364,UNASYN,SULTAMICILLINE,375,MG,COMPRIME ENROBE,1 BOITE 8 COMPRIME,55.80,34.80,55.80,P,70%
217,6118001230570,FOLINATE DE CALCIUM AGUETTANT 50 MG,FOLINATE DE CALCIUM,50,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 10 FLACON,677.00,448.00,677.00,G,70%
218,6118001160389,SINGULAIR,MONTELUKAST,4,MG,GRANULE,1 BOITE 28 SACHET,299.00,197.80,299.00,P,0%
219,6118001081530,ELOXATINE 5 MG/ML,OXALIPLATINE,50,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 BOITE 1 FLACON 10 ML,1203.00,929.00,1203.00,P,70%
220,6118000030744,SANDOCAL,CALCIUM,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 10 SACHET,28.50,17.80,28.50,P,70%
221,6118000080985,TOPAAL,ACIDE ALGINIQUE / ALUMINIUM HYDROXYDE,200 / 30,MG / MG,COMPRIME A CROQUER,1 BOITE 42 COMPRIME,35.00,23.10,35.00,P,0%
222,6118000011538,STIMOL,CITRULINE MALEATE,1,G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE,46.00,30.40,46.00,P,0%
223,6118001100606,OSSOPAN,COMPLEXE OSSEINE HYDROXYAPATITE,600,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME,25.40,-,25.40,P,0%
224,6118000230120,INALAP 5 MG,ENALAPRIL,5,MG,COMPRIME,1 BOITE 28 COMPRIME,79.00,52.20,79.00,G,70%
225,6118010035609,VACCIN ATNTIDIPHTERIQUE ANTITETANIQUE,ANATOXINE TETANIQUE / ANATOXINE DIPHTERIQUE,nan,NA / NA,PREPARATION INJECTABLE,1 AMPOULE 1 ML,15.00,9.30,15.00,P,70%
226,6118010020209,NOMYC,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE,25.00,15.60,25.00,G,70%
227,6118000071013,NOMYC,FLUCONAZOLE,150,MG,GELULE,1 BOITE 1 GELULE,25.00,15.60,25.00,G,70%
228,6118010019715,CORTIVENT,BECLOMETASONE,50,µG,SUSPENSION POUR INHALATION,1 FLACON 200 DOSE,55.00,34.40,55.00,G,70%
229,6118001250196,CORTIVENT,BECLOMETASONE,50,µG,SUSPENSION POUR INHALATION,1 FLACON 200 DOSE,55.00,34.40,55.00,G,70%
230,6118000220053,CATAFLAM,DICLOFENAC,50,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,45.50,28.40,32.40,P,70%
231,6118001270996,OXONE 1G/5 ML IM,CEFTRIAXONE,1,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,85.00,53.00,85.00,G,70%
232,6118000090922,SULFOBACTIN,THIAMPHENICOL,500,MG,COMPRIME,1 BOITE 50 COMPRIME,134.60,83.90,134.60,G,70%
233,6118000060208,TRIATEC,RAMIPRIL,1.25,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,103.00,64.40,40.00,P,70%
234,6118000191094,CANDICID,FLUCONAZOLE,150,MG,GELULE,1 BOITE 4 GELULE,114.00,71.00,114.00,G,70%
235,6118001250509,TRINOMYC,FLUCONAZOLE,2,MG,SOLUTION POUR PERFUSION,1 FLACON 25 ML,78.00,48.60,78.00,G,70%
236,6118000020660,SPASMAG,MAGNESIUM SULFATE / LEVURE CEREVISIAE,1.2 / 100,G / MG,SOLUTION BUVABLE,1 BOITE 30 AMPOULE BUVABLE,52.90,34.90,52.90,G,0%
237,6118000140214,DOXINE,DOXYCYCLINE,100,MG,COMPRIME ENROBE,1 BOITE 5 COMPRIME,17.30,-,17.30,G,70%
238,6118001260225,GONAL-F 150 UI,FOLLITROPINE ALFA,150,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,616.00,407.50,616.00,P,0%
239,6118001230174,DOPAMINE AGUETTANT 40MG/ML,DOPAMINE,40,MG,SOLUTION POUR PERFUSION,1 BOITE 50 AMPOULE INJECTABLE,-,484.20,484.20,G,0%
240,6118001250721,AVIRANZ,EFAVIRENZ,200,MG,GELULE,1 BOITE 90 GELULE,543.00,361.00,543.00,G,70%
241,6118001200573,CISPLATINE EBEWE,CISPLATINE,50,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,133.00,83.10,133.00,G,70%
242,6118000030065,ALGANTIL,IBUPROFENE,200,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME,19.70,12.30,19.70,G,70%
243,6118001200054,GASTROGRAFINE,AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM,370,MG,SOLUTION BUVABLE OU RECTALE,1 FLACON 100 ML,150.70,99.70,150.70,P,0%
244,6118001050567,TILCOTIL,TENOXICAM,20,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,85.60,56.60,85.60,P,70%
245,6118010025082,PREMOCEFAL,CEFADROXIL,500,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,70.00,43.60,70.00,G,70%
246,6118000070979,MIBRAL,AMLODIPINE,5,MG,COMPRIME,1 BOITE 60 COMPRIME,125.00,78.10,125.00,G,70%
247,6118010120329,SOLIAN 100 MG,AMISULPRIDE,100,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,139.60,92.30,139.60,P,0%
248,6118001081776,SOLIAN 100 MG,AMISULPRIDE,100,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME SECABLE,139.60,92.30,139.60,P,0%
249,6118001180707,COLPOTROPHINE,PROMESTRIENE,10,MG,CAPSULE VAGINALE,1 BOITE 20 CAPSULE GYNECOLOGIQUE,65.40,43.30,65.40,P,0%
250,6118001270026,CARTEOL LP,CARTEOLOL,1,%,COLLYRE LP,1 FLACON 3 ML,72.80,45.40,72.80,P,70%
251,6118000241171,BREXIN,PIROXICAM BETA CYCLODEXTRINE,20,MG,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME,100.40,62.60,100.40,P,70%
252,6118001141074,SALBUMOL,SALBUTAMOL,0.5,MG/ML,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,25.60,16.00,25.60,P,70%
253,6118010126222,MEZOR 20 MG,ESOMEPRAZOLE,20,MG,GELULE GASTRO-RESISTANTE,1 BOITE 14 GELULE GASTRO-RESISTANTE,86.90,57.50,86.90,G,0%
254,6118000150084,BEROCCA,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME EFFERVESCENT,1 BOITE 20 COMPRIME EFFERVESCENT,70.00,46.30,70.00,P,0%
255,6118000140863,ROXAM,PIROXICAM,20,MG,SOLUTION INJECTABLE,1 BOITE 2 AMPOULE INJECTABLE,23.00,14.30,23.00,G,70%
256,6118001180776,DECAPEPTYL LP,TRIPTORELINE,11.25,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,3546.00,3239.00,3546.00,P,70%
257,6118000031598,GRISEO SALICYLEE,GRISEOFULVINE / ACIDE SALICYLIQUE,5 / 3,% / %,POMMADE,1 TUBE 15 G,12.60,8.30,12.60,G,0%
258,6118001180783,DECAPEPTYL LP,TRIPTORELINE,3.75,MG,POUDRE POUR SUSPENSION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,1456.00,1190.00,1456.00,P,70%
259,6118000071167,NOCOL,SIMVASTATINE,40,MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,394.00,261.00,394.00,G,70%
260,6118000140818,IBUPHIL,IBUPROFENE,2,%,SIROP,1 FLACON 100 ML,16.50,10.30,16.50,G,70%
261,6118001150687,CEPHYL,MULTIPLE,nan,nan,COMPRIME,1 BOITE 20 COMPRIME,26.00,17.10,26.00,P,0%
262,6118010000614,RISPERDAL,RISPERIDONE,2,MG,COMPRIME PELLICULE SECABLE,1 BOITE 60 COMPRIME,577.00,382.00,577.00,P,70%
263,6118001183234,RISPERDAL,RISPERIDONE,2,MG,COMPRIME PELLICULE SECABLE,1 BOITE 60 COMPRIME,577.00,382.00,577.00,P,70%
264,6118000120476,TOPSYNE APG,FLUOCINONIDE,0.05,%,POMMADE,1 TUBE 15 G,24.20,16.00,24.20,P,0%
265,6118001120543,LAMISIL,TERBINAFINE,1,%,CREME,1 TUBE 15 G,52.80,32.90,45.00,P,70%
266,6118001080427,LANTUS,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE LP,1 BOITE 1 FLACON,517.00,343.00,517.00,P,70%
267,6118000050186,DIPROSALIC,BETAMETHASONE / ACIDE SALICYLIQUE,15 / 900,MG / MG,POMMADE,1 TUBE 30 G,37.60,24.50,37.60,P,0%
268,6118001090129,CIPROXINE,CIPROFLOXACINE,100,MG,SOLUTION POUR PERFUSION,1 FLACON 50 ML,253.00,167.40,80.00,P,70%
269,6118000290063,MODURETIC,AMILORIDE / HYDROCHLOROTHIAZIDE,5 / 50,MG / MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,42.40,26.50,42.40,P,70%
270,6118000030515,SYSTRAL,CHLORPHENOXAMINE,15,MG,CREME,1 TUBE 20 G,16.60,11.00,16.60,P,0%
271,6118000030508,SYSTRAL C,CHLORPHENOXAMINE / CAFEINE,20 / 50,MG / MG,COMPRIME DRAGEIFIE,1 BOITE 20 COMPRIME DRAGEFIE,14.00,9.30,14.00,P,0%
272,6118010119149,ACLASTA 5MG/100ML,ACIDE ZOLEDRONIQUE,5,MG/100ML,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,-,3677.00,3677.00,P,0%
273,6118001030538,ACLASTA 5MG/100ML,ACIDE ZOLEDRONIQUE,5,MG/100ML,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,-,3677.00,3677.00,P,0%
274,6118001100538,PUREGON,FOLLITROPINE BETA,50,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,338.90,244.00,338.90,P,0%
275,6118000241713,BACTOX,AMOXICILLINE,500,MG,PREPARATION INJECTABLE,1 BOITE 1 FLACON,10.40,6.90,10.40,G,70%
276,6118010019302,AVOCOMB,LAMIVUDINE / ZIDOVUDINE,150 / 300,MG / MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,615.00,408.00,615.00,G,70%
277,6118001250073,AVOCOMB,LAMIVUDINE / ZIDOVUDINE,150 / 300,MG / MG,COMPRIME PELLICULE,1 BOITE 60 COMPRIME,615.00,408.00,615.00,G,70%
278,6118000020257,ISOLONE,PREDNISOLONE,50,MG,COMPRIME,1 BOITE 20 COMPRIME,85.80,53.60,85.80,G,70%
279,6118001071159,STRATTERA 40 MG,ATOMOXETINE,40,MG,GELULE,1 BOITE 28 GELULE,1066.30,705.40,1066.30,P,0%
280,6118001121250,INSULINE MIXTARD 30 HM PENFILL,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 CARTOUCHE 3 ML,73.00,48.30,73.00,P,70%
281,6118010032813,GONAL-F 1050 UI,FOLLITROPINE ALFA,1050,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,4055.80,2682.90,4055.80,P,0%
282,6118001260218,GONAL-F 1050 UI,FOLLITROPINE ALFA,1050,UI,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,4055.80,2682.90,4055.80,P,0%
283,6118000032618,OXIFLOR,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,65.00,40.50,65.00,G,70%
284,6118010035654,"INNOHEP 10 000 UI ANTI-XA/0,5 ML",TINZAPARINE,20000,UI,SOLUTION INJECTABLE,1 BOITE 2 SERINGUE PREREMPLIE,304.40,-,304.40,P,70%
285,6118001184125,OXALIPLATINE WIN 5 MG/ML,OXALIPLATINE,50,MG,POUDRE POUR SOLUTION POUR PERFUSION,1 FLACON 36 ML,1049.00,771.00,1049.00,G,70%
286,6118000031895,PECTRYL,BROMHEXINE / SULFOGAICOLE,40 / 4,MG / G,SIROP,1 FLACON 150 ML,22.70,15.00,22.70,G,0%
287,6118000070467,GENTAMICINE LLORENTE,GENTAMICINE,120,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,111.90,69.70,111.90,G,70%
288,6118001070589,THIOPENTAL BIOCHEMIE,THIOPENTAL,1,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 25 FLACON,-,409.70,409.70,G,0%
289,6118000030041,ANTINOREX,CYPROHEPTADINE,4,MG,COMPRIME,1 BOITE 30 COMPRIME,17.10,11.30,17.10,G,0%
290,6118001180950,ELUDRIL,CHLORHEXIDINE / TETRACAINE,50 / 15,% / %,COLLUTOIRE,1 FLACON 55 ML,22.70,15.00,22.70,P,0%
291,6118001160198,STOCRIN,EFAVIRENZ,600,MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,705.00,468.00,422.00,P,70%
292,6118000040576,MOBIC,MELOXICAM,15,MG,SUPPOSITOIRE,1 BOITE 12 SUPPOSITOIRE,122.40,81.00,122.40,P,70%
293,6118000010050,ABBOTICINE,ERYTHROMYCINE,200,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,26.80,16.70,26.80,P,70%
294,6118000280118,STARMOX,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 12 COMPRIME,34.60,21.50,34.60,G,70%
295,6118000061007,ORACILLINE,PHENOXYMETHYLPENICILLINE,1,MUI,COMPRIME SECABLE,1 BOITE 12 COMPRIME,40.30,25.10,32.90,P,70%
296,6118000070931,TROXINE,ROXITHROMYCINE,300,MG,COMPRIME PELLICULE,1 BOITE 16 COMPRIME,203.00,134.30,203.00,G,70%
297,6118010117633,AVANDAMET,ROSIGLITAZONE / METFORMINE,1 / 500,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,28.70,19.00,28.70,P,0%
298,6118001141593,AVANDAMET,ROSIGLITAZONE / METFORMINE,1 / 500,MG / MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,28.70,19.00,28.70,P,0%
299,6118000010142,ALVITYL,VITAMINES,nan,nan,COMPRIME ENROBE,1 BOITE 30 COMPRIME ENROBE,31.40,20.70,31.40,P,0%
300,6118010024719,MUCOSTEINE,CARBOCYSTEINE,5,%,SIROP,1 FLACON 250 ML,37.20,-,37.20,G,0%
301,6118000220138,OTRIVINE,XYLOMETAZOLINE,0.1,%,SOLUTION POUR PULVERISATION NASALE,1 FLACON 10 ML,19.35,12.80,19.35,P,0%
302,6118001142637,REVOLADE 50MG,ELTROMBOPAG,50,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME PELLICULE,7348.00,4861.00,7348.00,P,0%
303,6118001050024,BACTRIM,SULFAMETHOXAZOLE / TRIMETHOPRIME,400 / 80,MG / MG,SOLUTION POUR PERFUSION,1 BOITE 30 AMPOULE INJECTABLE,-,174.50,174.50,P,0%
304,6118001200320,TRIGYNON,LEVONORGESTREL / ETHINYLESTRADIOL,0.05 / 0.03,MG / MG,COMPRIME ENROBE,1 BOITE 21 DRAGEE,21.40,-,21.40,P,0%
305,6118001140831,MENCEVAX AC,VACCIN ANTIMENINGOCOCCIQUE A ET C,nan,nan,PREPARATION INJECTABLE,1 BOITE 1 FLACON,180.00,112.10,180.00,P,70%
306,6118000310297,TENOCAN,ATENOLOL,100,MG,COMPRIME,1 BOITE 28 COMPRIME,83.10,51.90,83.10,G,70%
307,6118000011613,THEOSTAT LP,THEOPHYLLINE,100,MG,COMPRIME SECABLE LP,1 BOITE 30 COMPRIME,17.50,11.00,17.50,P,70%
308,6118000130086,DICLOMAX,DICLOFENAC,75,MG,GELULE LP,1 BOITE 20 GELULE,51.00,31.80,51.00,G,70%
309,6118000071143,DIPICOR,AMLODIPINE,10,MG,COMPRIME,1 BOITE 60 COMPRIME,186.50,116.60,186.50,G,70%
310,6118000290100,HYZAAR,LOSARTAN / HYDROCHLOROTHIAZIDE,50 / 12.5,MG / MG,COMPRIME ENROBE,1 BOITE 28 COMPRIME,156.70,97.90,126.00,P,70%
311,6118010023415,ALFAPROXINE,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,36.00,22.40,36.00,G,70%
312,6118000091424,ALFAPROXINE,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,36.00,22.40,36.00,G,70%
313,6118001150113,CLARINASE REBETABS,LORATADINE / PSEUDOEPHEDRINE,60 / 5,MG / MG,COMPRIME ENROBE LM,1 BOITE 14 COMPRIME,73.80,48.50,73.80,P,0%
314,6118001140862,MIVACRON,MIVACURIUM,20,MG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE INJECTABLE,-,450.00,450.00,P,0%
315,6118000120520,URBANYL,CLOBAZAM,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,23.55,-,23.55,P,70%
316,6118000310501,NEOCLAV 100MG/12.5MG/ML ENFANT,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,63.00,39.20,63.00,G,70%
317,6118001181773,NAVELBINE,VINORELBINE,10,MG,SOLUTION INJECTABLE,10 FLACON 1 ML,1764.00,1507.00,1764.00,P,70%
318,6118001182152,SAVARINE,PROGUANIL / CHLOROQUINE,200 / 100,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,167.70,104.50,167.70,P,70%
319,6118001070565,TETRALYSAL,LYMECYCLINE,150,MG,GELULE,1 BOITE 16 GELULE,49.60,32.80,49.60,P,0%
320,6118000160106,AMOXIL,AMOXICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,28.90,18.00,28.90,P,70%
321,6118001090228,LEVITRA,VARDENAFIL,20,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME,320.00,211.70,320.00,P,0%
322,6118010017292,BUSCOPAN,N-BUTYL HYOSCINE,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,23.30,14.50,17.70,P,70%
323,6118000061762,BUSCOPAN,N-BUTYL HYOSCINE,20,MG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE INJECTABLE,23.30,14.50,17.70,P,70%
324,6118000160441,CLAMOXYL,AMOXICILLINE,500,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME,65.40,40.80,65.40,P,70%
325,6118001120116,CALCIUM ALKO,CALCIUM,0.87,%,SOLUTION INJECTABLE,5 AMPOULE 10 ML,58.70,38.80,58.70,P,70%
326,6118000190080,AZ,AZITHROMYCINE,250,MG,GELULE,1 BOITE 6 GELULE,137.70,85.80,137.70,G,70%
327,6118001140176,BACTROBAN,MUPIROCINE,2,%,POMMADE,1 TUBE 15 G,59.75,-,59.75,P,0%
328,6118000280392,SPIBAC 3 MUI,SPIRAMYCINE,3,MUI,COMPRIME PELLICULE,1 BOITE 16 COMPRIME PELLICULE,91.00,60.20,91.00,G,0%
